lg,item,syn,sentence,condition,headn,attn,verbn
russian,69,1,Рассказ об аварии для усиления эмоционального напряжения были приукрашены,SG-SG-PL,SG,SG,PL
russian,69,1,Рассказ об аварий для усиления эмоционального напряжения был приукрашен,SG-PL-SG,SG,PL,SG
russian,69,1,Рассказ об аварий для усиления эмоционального напряжения были приукрашены,SG-PL-PL,SG,PL,PL
russian,69,1,Рассказы об аварии для усиления эмоционального напряжения был приукрашен,PL-SG-SG,PL,SG,SG
russian,69,1,Рассказы об аварии для усиления эмоционального напряжения были приукрашены,PL-SG-PL,PL,SG,PL
russian,69,1,Рассказы об аварий для усиления эмоционального напряжения был приукрашен,PL-PL-SG,PL,PL,SG
russian,69,1,Рассказы об аварий для усиления эмоционального напряжения были приукрашены,PL-PL-PL,PL,PL,PL
russian,70,1,Репортаж для газеты после разрешения публичной огласки был написан,SG-SG-SG,SG,SG,SG
russian,70,1,Репортаж для газеты после разрешения публичной огласки были написаны,SG-SG-PL,SG,SG,PL
russian,70,1,Репортаж для газет после разрешения публичной огласки был написан,SG-PL-SG,SG,PL,SG
russian,70,1,Репортаж для газет после разрешения публичной огласки были написаны,SG-PL-PL,SG,PL,PL
russian,70,1,Репортажи для газеты после разрешения публичной огласки был написан,PL-SG-SG,PL,SG,SG
russian,70,1,Репортажи для газеты после разрешения публичной огласки были написаны,PL-SG-PL,PL,SG,PL
russian,70,1,Репортажи для газет после разрешения публичной огласки был написан,PL-PL-SG,PL,PL,SG
russian,70,1,Репортажи для газет после разрешения публичной огласки были написаны,PL-PL-PL,PL,PL,PL
russian,71,1,Скандал из-за статьи в глазах непосредственных участников был масштабным,SG-SG-SG,SG,SG,SG
russian,71,1,Скандал из-за статьи в глазах непосредственных участников были масштабными,SG-SG-PL,SG,SG,PL
russian,71,1,Скандал из-за статей в глазах непосредственных участников был масштабным,SG-PL-SG,SG,PL,SG
russian,71,1,Скандал из-за статей в глазах непосредственных участников были масштабными,SG-PL-PL,SG,PL,PL
russian,71,1,Скандалы из-за статьи в глазах непосредственных участников был масштабным,PL-SG-SG,PL,SG,SG
russian,71,1,Скандалы из-за статьи в глазах непосредственных участников были масштабными,PL-SG-PL,PL,SG,PL
russian,71,1,Скандалы из-за статей в глазах непосредственных участников был масштабным,PL-PL-SG,PL,PL,SG
russian,71,1,Скандалы из-за статей в глазах непосредственных участников были масштабными,PL-PL-PL,PL,PL,PL
russian,72,1,Скидка от авиакомпании из-за недавнего крушения самолёта была беспрецедентной,SG-SG-SG,SG,SG,SG
russian,72,1,Скидка от авиакомпании из-за недавнего крушения самолёта были беспрецедентными,SG-SG-PL,SG,SG,PL
russian,72,1,Скидка от авиакомпаний из-за недавнего крушения самолёта была беспрецедентной,SG-PL-SG,SG,PL,SG
russian,72,1,Скидка от авиакомпаний из-за недавнего крушения самолёта были беспрецедентными,SG-PL-PL,SG,PL,PL
russian,72,1,Скидки от авиакомпании из-за недавнего крушения самолёта была беспрецедентной,PL-SG-SG,PL,SG,SG
russian,72,1,Скидки от авиакомпании из-за недавнего крушения самолёта были беспрецедентными,PL-SG-PL,PL,SG,PL
russian,72,1,Скидки от авиакомпаний из-за недавнего крушения самолёта была беспрецедентной,PL-PL-SG,PL,PL,SG
russian,72,1,Скидки от авиакомпаний из-за недавнего крушения самолёта были беспрецедентными,PL-PL-PL,PL,PL,PL
russian,73,1,Стекло для беседки из-за неосторожности пьяных грузчиков было разбито,SG-SG-SG,SG,SG,SG
russian,73,1,Стекло для беседки из-за неосторожности пьяных грузчиков были разбиты,SG-SG-PL,SG,SG,PL
russian,73,1,Стекло для беседок из-за неосторожности пьяных грузчиков было разбито,SG-PL-SG,SG,PL,SG
russian,73,1,Стекло для беседок из-за неосторожности пьяных грузчиков были разбиты,SG-PL-PL,SG,PL,PL
russian,73,1,Стёкла для беседки из-за неосторожности пьяных грузчиков было разбито,PL-SG-SG,PL,SG,SG
russian,73,1,Стёкла для беседки из-за неосторожности пьяных грузчиков были разбиты,PL-SG-PL,PL,SG,PL
russian,73,1,Стёкла для беседок из-за неосторожности пьяных грузчиков было разбито,PL-PL-SG,PL,PL,SG
russian,73,1,Стёкла для беседок из-за неосторожности пьяных грузчиков были разбиты,PL-PL-PL,PL,PL,PL
russian,74,1,Стол для трапезы на залитую солнцем террасу был вынесен,SG-SG-SG,SG,SG,SG
russian,74,1,Стол для трапезы на залитую солнцем террасу были вынесены,SG-SG-PL,SG,SG,PL
russian,74,1,Стол для трапез на залитую солнцем террасу был вынесен,SG-PL-SG,SG,PL,SG
russian,74,1,Стол для трапез на залитую солнцем террасу были вынесены,SG-PL-PL,SG,PL,PL
russian,74,1,Столы для трапезы на залитую солнцем террасу был вынесен,PL-SG-SG,PL,SG,SG
russian,74,1,Столы для трапезы на залитую солнцем террасу были вынесены,PL-SG-PL,PL,SG,PL
russian,74,1,Столы для трапез на залитую солнцем террасу был вынесен,PL-PL-SG,PL,PL,SG
russian,74,1,Столы для трапез на залитую солнцем террасу были вынесены,PL-PL-PL,PL,PL,PL
russian,75,1,Сувенир для акции в фирменном магазине команды был выбран,SG-SG-SG,SG,SG,SG
russian,75,1,Сувенир для акции в фирменном магазине команды были выбраны,SG-SG-PL,SG,SG,PL
russian,75,1,Сувенир для акций в фирменном магазине команды был выбран,SG-PL-SG,SG,PL,SG
russian,75,1,Сувенир для акций в фирменном магазине команды были выбраны,SG-PL-PL,SG,PL,PL
russian,75,1,Сувениры для акции в фирменном магазине команды был выбран,PL-SG-SG,PL,SG,SG
russian,75,1,Сувениры для акции в фирменном магазине команды были выбраны,PL-SG-PL,PL,SG,PL
russian,75,1,Сувениры для акций в фирменном магазине команды был выбран,PL-PL-SG,PL,PL,SG
russian,75,1,Сувениры для акций в фирменном магазине команды были выбраны,PL-PL-PL,PL,PL,PL
russian,76,1,Тень от лампы на высоких сводах храма была видна,SG-SG-SG,SG,SG,SG
russian,76,1,Тень от лампы на высоких сводах храма были видны,SG-SG-PL,SG,SG,PL
russian,76,1,Тень от ламп на высоких сводах храма была видна,SG-PL-SG,SG,PL,SG
russian,76,1,Тень от ламп на высоких сводах храма были видны,SG-PL-PL,SG,PL,PL
russian,76,1,Тени от лампы на высоких сводах храма была видна,PL-SG-SG,PL,SG,SG
russian,76,1,Тени от лампы на высоких сводах храма были видны,PL-SG-PL,PL,SG,PL
russian,76,1,Тени от ламп на высоких сводах храма была видна,PL-PL-SG,PL,PL,SG
russian,76,1,Тени от ламп на высоких сводах храма были видны,PL-PL-PL,PL,PL,PL
russian,77,1,Товар с витрины по сильно сниженной цене был продан,SG-SG-SG,SG,SG,SG
russian,77,1,Товар с витрины по сильно сниженной цене были проданы,SG-SG-PL,SG,SG,PL
russian,77,1,Товар с витрин по сильно сниженной цене был продан,SG-PL-SG,SG,PL,SG
russian,77,1,Товар с витрин по сильно сниженной цене были проданы,SG-PL-PL,SG,PL,PL
russian,77,1,Товары с витрины по сильно сниженной цене был продан,PL-SG-SG,PL,SG,SG
russian,77,1,Товары с витрины по сильно сниженной цене были проданы,PL-SG-PL,PL,SG,PL
russian,77,1,Товары с витрин по сильно сниженной цене был продан,PL-PL-SG,PL,PL,SG
russian,77,1,Товары с витрин по сильно сниженной цене были проданы,PL-PL-PL,PL,PL,PL
russian,78,1,Условие для задачи из-за избытка ненужных фактов было запутанным,SG-SG-SG,SG,SG,SG
russian,78,1,Условие для задачи из-за избытка ненужных фактов были запутанными,SG-SG-PL,SG,SG,PL
russian,78,1,Условие для задач из-за избытка ненужных фактов было запутанным,SG-PL-SG,SG,PL,SG
russian,78,1,Условие для задач из-за избытка ненужных фактов были запутанными,SG-PL-PL,SG,PL,PL
russian,78,1,Условия для задачи из-за избытка ненужных фактов было запутанным,PL-SG-SG,PL,SG,SG
russian,78,1,Условия для задачи из-за избытка ненужных фактов были запутанными,PL-SG-PL,PL,SG,PL
russian,78,1,Условия для задач из-за избытка ненужных фактов было запутанным,PL-PL-SG,PL,PL,SG
russian,78,1,Условия для задач из-за избытка ненужных фактов были запутанными,PL-PL-PL,PL,PL,PL
russian,79,1,Шаблон для таблицы для начинающих пользователей компьютера был удобным,SG-SG-SG,SG,SG,SG
russian,79,1,Шаблон для таблицы для начинающих пользователей компьютера были удобными,SG-SG-PL,SG,SG,PL
russian,79,1,Шаблон для таблиц для начинающих пользователей компьютера был удобным,SG-PL-SG,SG,PL,SG
russian,79,1,Шаблон для таблиц для начинающих пользователей компьютера были удобными,SG-PL-PL,SG,PL,PL
russian,79,1,Шаблоны для таблицы для начинающих пользователей компьютера был удобным,PL-SG-SG,PL,SG,SG
russian,79,1,Шаблоны для таблицы для начинающих пользователей компьютера были удобными,PL-SG-PL,PL,SG,PL
russian,79,1,Шаблоны для таблиц для начинающих пользователей компьютера был удобным,PL-PL-SG,PL,PL,SG
russian,79,1,Шаблоны для таблиц для начинающих пользователей компьютера были удобными,PL-PL-PL,PL,PL,PL
russian,80,1,Шрам после операции с помощью медицинского лазера был удалён,SG-SG-SG,SG,SG,SG
russian,80,1,Шрам после операции с помощью медицинского лазера были удалены,SG-SG-PL,SG,SG,PL
russian,80,1,Шрам после операций с помощью медицинского лазера был удалён,SG-PL-SG,SG,PL,SG
russian,80,1,Шрам после операций с помощью медицинского лазера были удалены,SG-PL-PL,SG,PL,PL
russian,80,1,Шрамы после операции с помощью медицинского лазера был удалён,PL-SG-SG,PL,SG,SG
russian,80,1,Шрамы после операции с помощью медицинского лазера были удалены,PL-SG-PL,PL,SG,PL
russian,80,1,Шрамы после операций с помощью медицинского лазера был удалён,PL-PL-SG,PL,PL,SG
russian,80,1,Шрамы после операций с помощью медицинского лазера были удалены,PL-PL-PL,PL,PL,PL
